,dumb,reduced,residual
2011-07-29 11:45:00,3.5814000000000004,3.4224741971300046,5.265499999999999
2011-07-29 12:00:00,3.311700000000001,3.114330836280004,5.878200000000004
2011-07-29 12:15:00,3.9467000000000008,3.6156194672700033,5.8431000000000015
2011-07-29 12:30:00,3.1331,2.8947040720400037,5.871800000000001
2011-07-29 12:45:00,2.7011,2.5467030815100027,5.875600000000003
2011-07-29 13:00:00,2.8698000000000006,2.6558578511000026,2.9144
2011-07-29 13:15:00,2.7087000000000008,2.5425689556600024,2.933000000000001
2011-07-29 13:30:00,3.0820000000000016,2.7840403325200023,3.1192000000000015
2011-07-29 13:45:00,3.0234000000000014,2.6851737962800017,3.1779000000000015
2011-07-29 14:00:00,2.9657,2.6945895595800002,2.6503999999999994
2011-07-29 14:15:00,2.5866000000000002,2.3204735731200006,2.6748000000000007
2011-07-29 14:30:00,3.5168000000000004,3.173690470320001,3.2380000000000004
2011-07-29 14:45:00,3.170400000000001,2.773735232580001,3.232900000000001
2011-07-29 15:00:00,2.9445000000000006,2.3782800732600005,2.779400000000001
2011-07-29 15:15:00,2.8995,2.4195891651600006,2.7784000000000013
2011-07-29 15:30:00,3.150099999999999,2.4449688747000007,2.8544000000000005
2011-07-29 15:45:00,3.0861,2.6713224735,2.8697000000000004
2011-07-29 16:00:00,2.9440999999999993,2.4239468686500008,2.5810000000000017
2011-07-29 16:15:00,3.2523999999999997,2.8338372531299996,2.6105
2011-07-29 16:30:00,2.8118000000000007,2.4527839428600005,2.624800000000001
2011-07-29 16:45:00,2.7032000000000007,2.33955579516,2.732500000000001
2011-07-29 17:00:00,2.8766000000000003,2.4107693357,2.476700000000001
2011-07-29 17:15:00,2.8976999999999995,2.3261738023900005,2.495600000000002
2011-07-29 17:30:00,2.9380999999999986,2.333238787129999,2.5618000000000007
2011-07-29 17:45:00,3.2529,2.7681632915699996,2.9045000000000014
